"Path","Ext","Size","Lines"
"frontend\public\locales\ko\project-drawer.json",".json","2508","52"
"frontend\public\locales\ko\project-view.json",".json","414","14"
"frontend\public\locales\ko\project-view\import-task-templates.json",".json","313","11"
"frontend\public\locales\ko\project-view\project-member-drawer.json",".json","338","7"
"frontend\public\locales\ko\project-view\project-view-header.json",".json","1508","31"
"frontend\public\locales\ko\project-view\save-as-template.json",".json","816","27"
"frontend\public\locales\ko\project-view-files.json",".json","632","14"
"frontend\public\locales\ko\project-view-insights.json",".json","1530","41"
"frontend\public\locales\ko\project-view-members.json",".json","616","17"
"frontend\public\locales\ko\project-view-updates.json",".json","136","6"
"frontend\public\locales\ko\reporting-members.json",".json","1401","31"
"frontend\public\locales\ko\reporting-members-drawer.json",".json","2835","76"
"frontend\public\locales\ko\reporting-overview.json",".json","926","22"
"frontend\public\locales\ko\reporting-overview-drawer.json",".json","1206","33"
"frontend\public\locales\ko\reporting-projects.json",".json","1644","44"
"frontend\public\locales\ko\reporting-projects-drawer.json",".json","1873","52"
"frontend\public\locales\ko\reporting-projects-filters.json",".json","1121","31"
"frontend\public\locales\ko\reporting-sidebar.json",".json","215","8"
"frontend\public\locales\ko\schedule.json",".json","1019","34"
"frontend\public\locales\ko\settings\account-deletion.json",".json","2105","29"
"frontend\public\locales\ko\settings\appearance.json",".json","190","5"
"frontend\public\locales\ko\settings\categories.json",".json","459","10"
"frontend\public\locales\ko\settings\change-password.json",".json","877","15"
"frontend\public\locales\ko\settings\clients.json",".json","1065","22"
"frontend\public\locales\ko\settings\job-titles.json",".json","984","20"
"frontend\public\locales\ko\settings\labels.json",".json","527","11"
"frontend\public\locales\ko\settings\language.json",".json","225","7"
"frontend\public\locales\ko\settings\notifications.json",".json","734","11"
"frontend\public\locales\ko\settings\profile.json",".json","650","14"
"frontend\public\locales\ko\settings\project-templates.json",".json","179","8"
"frontend\public\locales\ko\settings\sidebar.json",".json","485","16"
"frontend\public\locales\ko\settings\task-templates.json",".json","209","9"
"frontend\public\locales\ko\settings\team-members.json",".json","2523","47"
"frontend\public\locales\ko\settings\teams.json",".json","500","16"
"frontend\public\locales\ko\survey.json",".json","699","14"
"frontend\public\locales\ko\task-drawer\task-drawer.json",".json","5470","129"
"frontend\public\locales\ko\task-drawer\task-drawer-info-tab.json",".json","907","30"
"frontend\public\locales\ko\task-drawer\task-drawer-recurring-config.json",".json","994","34"
"frontend\public\locales\ko\task-list-filters.json",".json","3494","82"
"frontend\public\locales\ko\task-list-table.json",".json","5417","125"
"frontend\public\locales\ko\task-management.json",".json","1486","38"
"frontend\public\locales\ko\tasks\task-table-bulk-actions.json",".json","1765","41"
"frontend\public\locales\ko\task-template-drawer.json",".json","410","12"
"frontend\public\locales\ko\templateDrawer.json",".json","704","23"
"frontend\public\locales\ko\template-drawer.json",".json","621","19"
"frontend\public\locales\ko\time-report.json",".json","1764","45"
"frontend\public\locales\ko\unauthorized.json",".json","134","5"
"frontend\public\locales\pt\404-page.json",".json","124","4"
"frontend\public\locales\pt\account-setup.json",".json","10632","203"
"frontend\public\locales\pt\admin-center\current-bill.json",".json","4215","100"
"frontend\public\locales\pt\admin-center\overview.json",".json","241","8"
"frontend\public\locales\pt\admin-center\projects.json",".json","402","12"
"frontend\public\locales\pt\admin-center\sidebar.json",".json","184","8"
"frontend\public\locales\pt\admin-center\teams.json",".json","1157","35"
"frontend\public\locales\pt\admin-center\users.json",".json","219","9"
"frontend\public\locales\pt\all-project-list.json",".json","1093","34"
"frontend\public\locales\pt\auth\auth-common.json",".json","139","5"
"frontend\public\locales\pt\auth\forgot-password.json",".json","560","12"
"frontend\public\locales\pt\auth\login.json",".json","1019","27"
"frontend\public\locales\pt\auth\signup.json",".json","1714","31"
"frontend\public\locales\pt\auth\verify-reset-email.json",".json","650","14"
"frontend\public\locales\pt\common.json",".json","3404","50"
"frontend\public\locales\pt\create-first-project-form.json",".json","403","13"
"frontend\public\locales\pt\create-first-tasks.json",".json","203","7"
"frontend\public\locales\pt\home.json",".json","2210","61"
"frontend\public\locales\pt\invite-initial-team-members.json",".json","227","8"
"frontend\public\locales\pt\kanban-board.json",".json","2022","46"
"frontend\public\locales\pt\license-expired.json",".json","182","6"
"frontend\public\locales\pt\navbar.json",".json","1027","32"
"frontend\public\locales\pt\organization-name-form.json",".json","160","5"
"frontend\public\locales\pt\phases-drawer.json",".json","887","24"
"frontend\public\locales\pt\project-drawer.json",".json","2288","52"
"frontend\public\locales\pt\project-view.json",".json","423","14"
"frontend\public\locales\pt\project-view\import-task-templates.json",".json","315","11"
"frontend\public\locales\pt\project-view\project-member-drawer.json",".json","434","11"
"frontend\public\locales\pt\project-view\project-view-header.json",".json","1397","31"
"frontend\public\locales\pt\project-view\save-as-template.json",".json","769","27"
"frontend\public\locales\pt\project-view-files.json",".json","584","14"
"frontend\public\locales\pt\project-view-insights.json",".json","1513","41"
"frontend\public\locales\pt\project-view-members.json",".json","620","18"
"frontend\public\locales\pt\project-view-updates.json",".json","147","6"
"frontend\public\locales\pt\reporting-members.json",".json","1236","31"
"frontend\public\locales\pt\reporting-members-drawer.json",".json","2810","76"
"frontend\public\locales\pt\reporting-overview.json",".json","854","22"
"frontend\public\locales\pt\reporting-overview-drawer.json",".json","1135","33"
"frontend\public\locales\pt\reporting-projects.json",".json","1543","44"
"frontend\public\locales\pt\reporting-projects-drawer.json",".json","1846","52"
"frontend\public\locales\pt\reporting-projects-filters.json",".json","1106","31"
"frontend\public\locales\pt\reporting-sidebar.json",".json","249","8"
"frontend\public\locales\pt\schedule.json",".json","1041","34"
"frontend\public\locales\pt\settings\appearance.json",".json","180","5"
"frontend\public\locales\pt\settings\categories.json",".json","392","10"
"frontend\public\locales\pt\settings\change-password.json",".json","774","15"
"frontend\public\locales\pt\settings\clients.json",".json","888","22"
"frontend\public\locales\pt\settings\job-titles.json",".json","910","20"
"frontend\public\locales\pt\settings\labels.json",".json","626","15"
"frontend\public\locales\pt\settings\language.json",".json","217","7"
"frontend\public\locales\pt\settings\notifications.json",".json","673","10"
"frontend\public\locales\pt\settings\profile.json",".json","554","14"
"frontend\public\locales\pt\settings\project-templates.json",".json","174","8"
"frontend\public\locales\pt\settings\sidebar.json",".json","456","15"
"frontend\public\locales\pt\settings\task-templates.json",".json","204","9"
"frontend\public\locales\pt\settings\team-members.json",".json","2449","48"
"frontend\public\locales\pt\settings\teams.json",".json","473","16"
"frontend\public\locales\pt\survey.json",".json","610","14"
"frontend\public\locales\pt\task-drawer\task-drawer.json",".json","5264","129"
"frontend\public\locales\pt\task-drawer\task-drawer-info-tab.json",".json","906","30"
"frontend\public\locales\pt\task-drawer\task-drawer-recurring-config.json",".json","1015","34"
"frontend\public\locales\pt\task-list-filters.json",".json","3627","89"
"frontend\public\locales\pt\task-list-table.json",".json","5628","135"
"frontend\public\locales\pt\task-management.json",".json","1330","38"
"frontend\public\locales\pt\tasks\task-table-bulk-actions.json",".json","1566","41"
"frontend\public\locales\pt\task-template-drawer.json",".json","337","11"
"frontend\public\locales\pt\templateDrawer.json",".json","739","23"
"frontend\public\locales\pt\template-drawer.json",".json","607","19"
"frontend\public\locales\pt\time-report.json",".json","1607","45"
"frontend\public\locales\pt\unauthorized.json",".json","141","5"
"frontend\public\locales\zh\404-page.json",".json","106","4"
"frontend\public\locales\zh\account-setup.json",".json","9719","196"
"frontend\public\locales\zh\admin-center\current-bill.json",".json","3555","97"
"frontend\public\locales\zh\admin-center\overview.json",".json","181","8"
"frontend\public\locales\zh\admin-center\projects.json",".json","352","12"
"frontend\public\locales\zh\admin-center\sidebar.json",".json","155","8"
"frontend\public\locales\zh\admin-center\teams.json",".json","927","33"
"frontend\public\locales\zh\admin-center\users.json",".json","201","9"
"frontend\public\locales\zh\all-project-list.json",".json","944","34"
"frontend\public\locales\zh\auth\auth-common.json",".json","129","5"
"frontend\public\locales\zh\auth\forgot-password.json",".json","527","12"
"frontend\public\locales\zh\auth\login.json",".json","975","27"
"frontend\public\locales\zh\auth\signup.json",".json","1591","31"
"frontend\public\locales\zh\auth\verify-reset-email.json",".json","610","14"
"frontend\public\locales\zh\common.json",".json","2905","50"
"frontend\public\locales\zh\create-first-project-form.json",".json","382","13"
"frontend\public\locales\zh\create-first-tasks.json",".json","200","7"
"frontend\public\locales\zh\home.json",".json","2093","62"
"frontend\public\locales\zh\invite-initial-team-members.json",".json","215","8"
"frontend\public\locales\zh\kanban-board.json",".json","1764","46"
"frontend\public\locales\zh\license-expired.json",".json","163","6"
"frontend\public\locales\zh\navbar.json",".json","912","32"
"frontend\public\locales\zh\organization-name-form.json",".json","155","5"
"frontend\public\locales\zh\phases-drawer.json",".json","806","24"
"frontend\public\locales\zh\project-drawer.json",".json","1461","42"
"frontend\public\locales\zh\project-view.json",".json","408","14"
"frontend\public\locales\zh\project-view\import-task-templates.json",".json","298","11"
"frontend\public\locales\zh\project-view\project-member-drawer.json",".json","429","11"
"frontend\public\locales\zh\project-view\project-view-header.json",".json","1166","31"
"frontend\public\locales\zh\project-view\save-as-template.json",".json","736","27"
"frontend\public\locales\zh\project-view-files.json",".json","550","14"
"frontend\public\locales\zh\project-view-insights.json",".json","1367","41"
"frontend\public\locales\zh\project-view-members.json",".json","555","17"
"frontend\public\locales\zh\project-view-updates.json",".json","126","6"
"frontend\public\locales\zh\reporting-members.json",".json","1235","31"
"frontend\public\locales\zh\reporting-members-drawer.json",".json","2613","76"
"frontend\public\locales\zh\reporting-overview.json",".json","790","22"
"frontend\public\locales\zh\reporting-overview-drawer.json",".json","1076","33"
"frontend\public\locales\zh\reporting-projects.json",".json","1445","44"
"frontend\public\locales\zh\reporting-projects-drawer.json",".json","1757","52"
"frontend\public\locales\zh\reporting-projects-filters.json",".json","1033","31"
"frontend\public\locales\zh\reporting-sidebar.json",".json","218","8"
"frontend\public\locales\zh\schedule.json",".json","967","34"
"frontend\public\locales\zh\settings\categories.json",".json","359","10"
"frontend\public\locales\zh\settings\change-password.json",".json","744","15"
"frontend\public\locales\zh\settings\clients.json",".json","843","22"
"frontend\public\locales\zh\settings\job-titles.json",".json","782","20"
"frontend\public\locales\zh\settings\labels.json",".json","562","15"
"frontend\public\locales\zh\settings\language.json",".json","182","7"
"frontend\public\locales\zh\settings\notifications.json",".json","594","11"
"frontend\public\locales\zh\settings\profile.json",".json","494","14"
"frontend\public\locales\zh\settings\project-templates.json",".json","172","8"
"frontend\public\locales\zh\settings\sidebar.json",".json","408","15"
"frontend\public\locales\zh\settings\task-templates.json",".json","208","9"
"frontend\public\locales\zh\settings\team-members.json",".json","2151","48"
"frontend\public\locales\zh\settings\teams.json",".json","446","16"
"frontend\public\locales\zh\survey.json",".json","533","14"
"frontend\public\locales\zh\task-drawer\task-drawer.json",".json","4694","129"
"frontend\public\locales\zh\task-drawer\task-drawer-info-tab.json",".json","781","29"
"frontend\public\locales\zh\task-list-filters.json",".json","3266","90"
"frontend\public\locales\zh\task-list-table.json",".json","5061","135"
"frontend\public\locales\zh\task-management.json",".json","1254","38"
"frontend\public\locales\zh\tasks\task-table-bulk-actions.json",".json","799","24"
"frontend\public\locales\zh\task-template-drawer.json",".json","305","11"
"frontend\public\locales\zh\templateDrawer.json",".json","684","23"
"frontend\public\locales\zh\template-drawer.json",".json","544","19"
"frontend\public\locales\zh\time-report.json",".json","1031","33"
"frontend\public\locales\zh\unauthorized.json",".json","109","5"
"frontend\public\manifest.json",".json","1897","78"
"frontend\public\scheduler-data\dates-list copy.json",".json","48383","2268"
"frontend\public\scheduler-data\dates-list.json",".json","4190","198"
"frontend\public\scheduler-data\team-data copy.json",".json","27576","1182"
"frontend\public\scheduler-data\team-data.json",".json","6436","268"
"frontend\public\sw.js",".js","694","19"
"frontend\README.md",".md","3167","74"
"frontend\scripts\copy-tinymce.js",".js","1250","33"
"frontend\src\api\account\account.api.service.ts",".ts","775","19"
"frontend\src\api\admin-center\admin-center.api.service.ts",".ts","9852","251"
"frontend\src\api\admin-center\billing.api.service.ts",".ts","1282","33"
"frontend\src\api\api-client.ts",".ts","5781","155"
"frontend\src\api\attachments\attachments.api.service.ts",".ts","1538","37"
"frontend\src\api\auth\auth.api.service.ts",".ts","1996","50"
"frontend\src\api\clients\clients.api.service.ts",".ts","1765","43"
"frontend\src\api\home-page\home-page.api.service.ts",".ts","3194","84"
"frontend\src\api\home-page\user-activity.api.service.ts",".ts","1724","41"
"frontend\src\api\notifications\notifications.api.service.ts",".ts","1329","28"
"frontend\src\api\project-members\project-members.api.service.ts",".ts","1703","46"
"frontend\src\api\projects\comments\project-comments.api.service.ts",".ts","2331","56"
"frontend\src\api\projects\insights\project-insights.api.service.ts",".ts","4796","111"
"frontend\src\api\projects\lookups\projectHealth.api.service.ts",".ts","523","11"
"frontend\src\api\projects\lookups\projectStatus.api.service.ts",".ts","630","12"
"frontend\src\api\projects\projects.api.service.ts",".ts","6751","155"
"frontend\src\api\projects\projects.v1.api.service.ts",".ts","5590","159"
"frontend\src\api\project-templates\project-templates.api.service.ts",".ts","2254","53"
"frontend\src\api\reporting\reporting.api.service.ts",".ts","11100","272"
"frontend\src\api\reporting\reporting.timesheet.api.service.ts",".ts","2144","56"
"frontend\src\api\reporting\reporting.timesheet.api.service.updated.ts",".ts","2898","84"
"frontend\src\api\reporting\reporting-export.api.service.ts",".ts","5365","161"
"frontend\src\api\reporting\reporting-members.api.service.ts",".ts","761","19"
"frontend\src\api\reporting\reporting-projects.api.service.ts",".ts","1910","45"
"frontend\src\api\schedule\schedule.api.service.ts",".ts","2028","61"
"frontend\src\api\settings\categories\categories.api.service.ts",".ts","1922","47"
"frontend\src\api\settings\job-titles\job-titles.api.service.ts",".ts","1676","38"
"frontend\src\api\settings\labels\labels.api.service.ts",".ts","1532","33"
"frontend\src\api\settings\language-timezones\language-timezones-api.service.ts",".ts","683","15"
"frontend\src\api\settings\profile\profile-settings.api.service.ts",".ts","2438","66"
"frontend\src\api\support\support.api.service.ts",".ts","557","14"
"frontend\src\api\survey\survey.api.service.ts",".ts","1332","22"
"frontend\src\api\taskAttributes\labels\labels.api.service.ts",".ts","1729","38"
"frontend\src\api\taskAttributes\phases\phases.api.service.ts",".ts","2692","64"
"frontend\src\api\taskAttributes\priority\priority.api.service.ts",".ts","827","19"
"frontend\src\api\taskAttributes\status\status.api.service.ts",".ts","3389","87"
"frontend\src\api\tasks\subtasks.api.service.ts",".ts","485","11"
"frontend\src\api\tasks\task-activity-logs.api.service.ts",".ts","554","13"
"frontend\src\api\tasks\task-attachments.api.service.ts",".ts","1988","49"
"frontend\src\api\tasks\task-comments.api.service.ts",".ts","2114","51"
"frontend\src\api\tasks\task-dependencies.api.service.ts",".ts","935","21"
"frontend\src\api\tasks\task-list-bulk-actions.api.service.ts",".ts","2825","75"
"frontend\src\api\tasks\task-recurring.api.service.ts",".ts","759","19"
"frontend\src\api\tasks\tasks.api.service.ts",".ts","6509","182"
"frontend\src\api\tasks\tasks-custom-columns.service.ts",".ts","2154","66"
"frontend\src\api\tasks\task-time-logs.api.service.ts",".ts","1829","44"
"frontend\src\api\task-templates\task-templates.api.service.ts",".ts","2052","48"
"frontend\src\api\team-members\teamMembers.api.service.ts",".ts","3639","90"
"frontend\src\api\teams\teams.api.service.ts",".ts","1568","37"
"frontend\src\App.tsx",".tsx","6335","159"
"frontend\src\app\performance-monitor.ts",".ts","3660","100"
"frontend\src\app\routes\account-setup-routes.tsx",".tsx","479","13"
"frontend\src\app\routes\admin-center-routes.tsx",".tsx","1132","33"
"frontend\src\app\routes\auth-routes.tsx",".tsx","2137","72"
"frontend\src\app\routes\index.tsx",".tsx","8385","226"
"frontend\src\app\routes\main-routes.tsx",".tsx","3411","104"
"frontend\src\app\routes\not-found-route.tsx",".tsx","456","13"
"frontend\src\app\routes\protected-routes.tsx",".tsx","474","17"
"frontend\src\app\routes\reporting-routes.tsx",".tsx","1067","30"
"frontend\src\app\routes\root-routes.tsx",".tsx","212","8"
"frontend\src\app\routes\settings-routes.tsx",".tsx","1589","42"
"frontend\src\app\routes\utils.ts",".ts","450","13"
"frontend\src\app\selectors.ts",".ts","3827","61"
"frontend\src\app\store.ts",".ts","8672","160"
"frontend\src\assets\icons\file-icon.png",".png","12544","94"
"frontend\src\assets\icons\icon-72x72.png",".png","5410","31"
"frontend\src\assets\icons\insightsIcons\block-user.png",".png","44000","298"
"frontend\src\assets\icons\insightsIcons\clipboard.png",".png","20743","149"
"frontend\src\assets\icons\insightsIcons\clock-green.png",".png","4981","33"
"frontend\src\assets\icons\insightsIcons\group.png",".png","51416","262"
"frontend\src\assets\icons\insightsIcons\insights-check.png",".png","24398","202"
"frontend\src\assets\icons\insightsIcons\warning.png",".png","21073","128"
"frontend\src\assets\images\empty-box.webp",".webp","19842","162"
"frontend\src\assets\images\google-icon.png",".png","716","6"
"frontend\src\assets\images\logo.png",".png","2006","16"
"frontend\src\assets\images\logo-dark-mode.png",".png","2969","20"
"frontend\src\assets\images\not-found-img.png",".png","34446","357"
"frontend\src\assets\images\worklenz-dark-mode.png",".png","9571","72"
"frontend\src\assets\images\worklenz-light-mode.png",".png","9283","90"
"frontend\src\components\account-setup\members-step.tsx",".tsx","10688","227"
"frontend\src\components\account-setup\organization-step.tsx",".tsx","4574","123"
"frontend\src\components\account-setup\project-step.tsx",".tsx","16657","374"
"frontend\src\components\account-setup\survey-step.tsx",".tsx","18564","348"
"frontend\src\components\account-setup\tasks-step.tsx",".tsx","5574","113"
"frontend\src\components\add-members-dropdown\add-members-dropdown.css",".css","172","5"
"frontend\src\components\add-members-dropdown\add-members-dropdown.tsx",".tsx","3679","123"
"frontend\src\components\add-members-dropdown-v2\add-members-dropdown.css",".css","309","11"
"frontend\src\components\add-members-dropdown-v2\add-members-dropdown.tsx",".tsx","3696","127"
"frontend\src\components\admin-center\billing\account-storage\account-storage.tsx",".tsx","3107","85"
"frontend\src\components\admin-center\billing\billing-tables\charges-table.tsx",".tsx","2700","93"
"frontend\src\components\admin-center\billing\billing-tables\invoices-table.tsx",".tsx","2987","95"
"frontend\src\components\admin-center\billing\current-bill.css",".css","276","10"
"frontend\src\components\admin-center\billing\current-bill.tsx",".tsx","3736","106"
"frontend\src\components\admin-center\billing\current-plan-details\current-plan-details.tsx",".tsx","19219","498"
"frontend\src\components\admin-center\billing\drawers\redeem-code-drawer\redeem-code-drawer.tsx",".tsx","3372","97"
"frontend\src\components\admin-center\billing\drawers\upgrade-plans\upgrade-plans.css",".css","917","41"
"frontend\src\components\admin-center\billing\drawers\upgrade-plans\upgrade-plans.tsx",".tsx","19948","494"
"frontend\src\components\admin-center\billing\drawers\upgrade-plans-lkr\upgrade-plans-lkr.css",".css","64","3"
"frontend\src\components\admin-center\billing\drawers\upgrade-plans-lkr\upgrade-plans-lkr.tsx",".tsx","7705","216"
"frontend\src\components\admin-center\configuration\configuration.tsx",".tsx","7807","204"
"frontend\src\components\admin-center\overview\organization-admins-table\organization-admins-table.tsx",".tsx","1490","55"
"frontend\src\components\admin-center\overview\organization-name\organization-name.tsx",".tsx","3704","112"
"frontend\src\components\admin-center\overview\organization-owner\organization-owner.tsx",".tsx","3983","111"
"frontend\src\components\admin-center\teams\add-team-drawer\add-team-drawer.tsx",".tsx","2466","77"
"frontend\src\components\admin-center\teams\settings-drawer\settings-drawer.css",".css","136","4"
"frontend\src\components\admin-center\teams\settings-drawer\settings-drawer.tsx",".tsx","6586","218"
"frontend\src\components\admin-center\teams\teams-table\teams-table.tsx",".tsx","4496","139"
"frontend\src\components\advanced-gantt\AdvancedGanttChart.tsx",".tsx","19536","576"
"frontend\src\components\advanced-gantt\AdvancedGanttDemo.tsx",".tsx","22104","648"
"frontend\src\components\advanced-gantt\DraggableTaskBar.tsx",".tsx","10977","273"
"frontend\src\components\advanced-gantt\GanttGrid.tsx",".tsx","16596","458"
"frontend\src\components\advanced-gantt\index.ts",".ts","673","13"
"frontend\src\components\advanced-gantt\TimelineMarkers.tsx",".tsx","11163","266"
"frontend\src\components\advanced-gantt\VirtualScrollContainer.tsx",".tsx","11137","331"
"frontend\src\components\AssigneeSelector.tsx",".tsx","14200","337"
"frontend\src\components\AuthPageHeader.tsx",".tsx","925","24"
"frontend\src\components\Avatar.tsx",".tsx","2285","92"
"frontend\src\components\AvatarGroup.tsx",".tsx","3264","100"
"frontend\src\components\avatars\avatars.tsx",".tsx","1938","54"
"frontend\src\components\board\board-assignee-selector\board-assignee-selector.tsx",".tsx","7813","197"
"frontend\src\components\board\changeCategoryDropdown\ChangeCategoryDropdown.css",".css","282","11"
"frontend\src\components\board\changeCategoryDropdown\ChangeCategoryDropdown.tsx",".tsx","3157","102"
"frontend\src\components\board\common-members-section\common-members-section.tsx",".tsx","8956","276"
"frontend\src\components\board\common-phase-section\common-phase-section.tsx",".tsx","8911","275"
"frontend\src\components\board\common-priority-section\common-priority-section.tsx",".tsx","8954","276"
"frontend\src\components\board\commonStatusSection\CommonStatusSection.css",".css","296","13"
"frontend\src\components\board\commonStatusSection\CommonStatusSection.tsx",".tsx","8929","276"
"frontend\src\components\board\custom-avatar-group.tsx",".tsx","880","26"
"frontend\src\components\board\custom-due-date-picker.tsx",".tsx","3429","95"
"frontend\src\components\board\kanban-group\kanban-group.css",".css","296","13"
"frontend\src\components\board\kanban-group\kanban-group.tsx",".tsx","9621","302"
"frontend\src\components\board\subTaskCard\SubTaskCard.tsx",".tsx","4881","148"
"frontend\src\components\board\taskCard\priority-section\priority-section.css",".css","369","16"
"frontend\src\components\board\taskCard\priority-section\priority-section.tsx",".tsx","2218","57"
"frontend\src\components\board\taskCard\TaskCard.css",".css","938","46"
"frontend\src\components\board\taskCard\TaskCard.tsx",".tsx","10097","299"
"frontend\src\components\board\taskCreateCard\priority-task-create-card.tsx",".tsx","8344","239"
"frontend\src\components\board\taskCreateCard\TaskCreateCard.css",".css","67","3"
"frontend\src\components\board\taskCreateCard\TaskCreateCard.tsx",".tsx","8324","239"
"frontend\src\components\Button.tsx",".tsx","2064","58"
"frontend\src\components\calendars\homeCalendar\homeCalendar.css",".css","161","6"
"frontend\src\components\calendars\homeCalendar\HomeCalendar.tsx",".tsx","941","24"
"frontend\src\components\charts\chart-loader.tsx",".tsx","801","24"
"frontend\src\components\charts\LazyChartComponents.tsx",".tsx","2145","71"
"frontend\src\components\Checkbox.tsx",".tsx","1978","58"
"frontend\src\components\collapsible\collapsible.tsx",".tsx","656","25"
"frontend\src\components\common\invite-team-members\invite-team-members.tsx",".tsx","6175","181"
"frontend\src\components\common\people-dropdown\PeopleDropdown.tsx",".tsx","12655","314"
"frontend\src\components\common\project-status-icon\project-status-icon.tsx",".tsx","896","30"
"frontend\src\components\common\single-avatar\single-avatar.tsx",".tsx","667","23"
"frontend\src\components\common\template-drawer\template-drawer.css",".css","1846","72"
"frontend\src\components\common\template-drawer\template-drawer.tsx",".tsx","13856","410"
"frontend\src\components\common\tooltip-wrapper\tooltip-wrapper.tsx",".tsx","865","24"
"frontend\src\components\CustomAvatar.tsx",".tsx","970","32"
"frontend\src\components\CustomColordLabel.tsx",".tsx","2044","51"
"frontend\src\components\CustomNumberLabel.tsx",".tsx","1166","32"
"frontend\src\components\CustomSearchbar.tsx",".tsx","928","34"
"frontend\src\components\CustomTableTitle.tsx",".tsx","737","17"
"frontend\src\components\EmptyListPlaceholder.tsx",".tsx","1001","34"
"frontend\src\components\enhanced-kanban\EnhancedKanbanBoard.css",".css","898","38"
"frontend\src\components\enhanced-kanban\EnhancedKanbanBoard.tsx",".tsx","17264","459"
"frontend\src\components\enhanced-kanban\EnhancedKanbanBoardNativeDnD\EnhancedKanbanBoardNativeDnD.tsx",".tsx","17187","399"
"frontend\src\components\enhanced-kanban\EnhancedKanbanBoardNativeDnD\index.ts",".ts","166","3"
"frontend\src\components\enhanced-kanban\EnhancedKanbanBoardNativeDnD\KanbanGroup.tsx",".tsx","30011","554"
"frontend\src\components\enhanced-kanban\EnhancedKanbanBoardNativeDnD\TaskCard.tsx",".tsx","33068","568"
"frontend\src\components\enhanced-kanban\EnhancedKanbanBoardNativeDnD\TaskProgressCircle.tsx",".tsx","2164","50"
"frontend\src\components\enhanced-kanban\EnhancedKanbanCreateSection.tsx",".tsx","11412","272"
"frontend\src\components\enhanced-kanban\EnhancedKanbanCreateSubtaskCard.tsx",".tsx","6063","160"
"frontend\src\components\enhanced-kanban\EnhancedKanbanCreateTaskCard.tsx",".tsx","5242","146"
"frontend\src\components\enhanced-kanban\EnhancedKanbanGroup.css",".css","5277","215"
"frontend\src\components\enhanced-kanban\EnhancedKanbanGroup.tsx",".tsx","20462","537"
"frontend\src\components\enhanced-kanban\EnhancedKanbanTaskCard.css",".css","2764","111"
"frontend\src\components\enhanced-kanban\EnhancedKanbanTaskCard.tsx",".tsx","11149","263"
"frontend\src\components\ErrorBoundary.tsx",".tsx","1816","61"
"frontend\src\components\home-tasks\statusDropdown\home-tasks-status-dropdown.css",".css","372","16"
"frontend\src\components\home-tasks\statusDropdown\home-tasks-status-dropdown.tsx",".tsx","4149","108"
"frontend\src\components\home-tasks\taskDatePicker\home-tasks-date-picker.tsx",".tsx","4005","97"
"frontend\src\components\HubSpot.tsx",".tsx","595","20"
"frontend\src\components\index.ts",".ts","715","14"
"frontend\src\components\kanban-board-management-v2\kanbanGroup.tsx",".tsx","7901","209"
"frontend\src\components\kanban-board-management-v2\kanbanTaskCard.tsx",".tsx","14450","413"
"frontend\src\components\kanban-board-management-v2\kanbanTaskListBoard.tsx",".tsx","12734","371"
"frontend\src\components\kanban-board-management-v2\SortableKanbanGroup.tsx",".tsx","1400","40"
"frontend\src\components\LabelsSelector.tsx",".tsx","11229","276"
"frontend\src\components\LicenseExpiredModal\LicenseExpiredModal.css",".css","913","29"
"frontend\src\components\LicenseExpiredModal\LicenseExpiredModal.tsx",".tsx","14925","391"
"frontend\src\components\ModuleErrorBoundary.tsx",".tsx","3043","98"
"frontend\src\components\navbar\notifications\notifications-drawer\notification\invitation-item.tsx",".tsx","4576","126"
"frontend\src\components\navbar\notifications\notifications-drawer\notification\notfication-drawer.tsx",".tsx","11085","278"
"frontend\src\components\navbar\notifications\notifications-drawer\notification\notification-button.tsx",".tsx","1339","36"
"frontend\src\components\navbar\notifications\notifications-drawer\notification\notification-item.css",".css","9043","342"
"frontend\src\components\navbar\notifications\notifications-drawer\notification\notification-item.tsx",".tsx","4030","111"
"frontend\src\components\navbar\notifications\notifications-drawer\notification\notification-template.tsx",".tsx","3146","83"
"frontend\src\components\navbar\notifications\notifications-drawer\notification\push-notification-template.css",".css","169","6"
"frontend\src\components\navbar\notifications\notifications-drawer\notification\push-notification-template.tsx",".tsx","2978","96"
"frontend\src\components\PinRouteToNavbarButton.tsx",".tsx","2328","60"
"frontend\src\components\PreferenceSelector.tsx",".tsx","889","26"
"frontend\src\components\Progress.tsx",".tsx","2537","82"
"frontend\src\components\project-list\project-group\project-group-list.tsx",".tsx","23898","630"
"frontend\src\components\project-list\project-list-table\project-list-actions\project-list-actions.tsx",".tsx","3857","111"
"frontend\src\components\project-list\project-list-table\project-list-category\project-list-category.tsx",".tsx","1374","36"
"frontend\src\components\project-list\project-list-table\project-list-favorite\project-rate-cell.tsx",".tsx","2665","67"
"frontend\src\components\project-list\project-list-table\project-list-progress\progress-list-progress.tsx",".tsx","468","10"
"frontend\src\components\project-list\project-list-table\project-list-updated-at\project-list-updated.tsx",".tsx","592","11"
"frontend\src\components\project-list\project-list-table\project-name\project-name-cell.tsx",".tsx","2240","63"
"frontend\src\components\project-list\TableColumns.css",".css","416","23"
"frontend\src\components\project-roadmap-gantt\gantt-theme.css",".css","5390","176"
"frontend\src\components\project-roadmap-gantt\index.ts",".ts","290","5"
"frontend\src\components\project-roadmap-gantt\PhaseModal.tsx",".tsx","14886","388"
